word,spam_count,ham_count,total,spam_ratio
ews,0,581,581,0.0
airlines,32,203,235,0.136
message,3632,6031,9663,0.376
drink,78,25,103,0.757
laws,156,93,249,0.627
midstream,6,59,65,0.092
joel,16,65,81,0.198
approvals,71,114,185,0.384
emphasis,22,46,68,0.324
crm,39,27,66,0.591
mccarty,3,82,85,0.035
entirely,76,71,147,0.517
wider,15,46,61,0.246
agreements,164,420,584,0.281
object,71,27,98,0.724
anywhere,329,86,415,0.793
ousted,2,150,152,0.013
letter,852,824,1676,0.508
sort,63,217,280,0.225
mou,6,157,163,0.037
equity,389,1493,1882,0.207
electronic,207,455,662,0.313
sections,68,47,115,0.591
mutual,143,139,282,0.507
exceptional,69,19,88,0.784
reiterated,1,53,54,0.019
city,619,551,1170,0.529
visitors,209,17,226,0.925
volumetric,2,49,51,0.039
variable,23,61,84,0.274
chemist,105,0,105,1.0
price,4738,4727,9465,0.501
spoken,21,153,174,0.121
distress,40,20,60,0.667
operating,653,906,1559,0.419
ugly,22,29,51,0.431
bang,45,8,53,0.849
succeed,107,52,159,0.673
swerzbin,0,71,71,0.0
quiet,39,39,78,0.5
yard,56,31,87,0.644
diagnostic,100,1,101,0.99
iferc,0,189,189,0.0
asap,39,330,369,0.106
honest,178,52,230,0.774
happening,277,106,383,0.723
staffing,12,118,130,0.092
underway,56,72,128,0.438
collections,34,29,63,0.54
grass,40,28,68,0.588
informative,30,42,72,0.417
bibi,0,96,96,0.0
powell,8,61,69,0.116
amendments,0,122,122,0.0
dana,15,112,127,0.118
satisfy,46,41,87,0.529
eva,36,45,81,0.444
post,301,574,875,0.344
begins,53,120,173,0.306
meds,901,1,902,0.999
agent,1106,102,1208,0.916
accelerate,24,59,83,0.289
carlos,27,269,296,0.091
tribune,10,54,64,0.156
congratulation,52,1,53,0.981
master,167,375,542,0.308
amro,9,44,53,0.17
sheila,7,416,423,0.017
pcs,71,25,96,0.74
herod,0,198,198,0.0
ciick,245,0,245,1.0
fraud,190,65,255,0.745
purpose,304,266,570,0.533
ridge,26,57,83,0.313
bless,138,15,153,0.902
cared,62,3,65,0.954
accepting,114,28,142,0.803
tycholiz,0,129,129,0.0
ejaculation,155,0,155,1.0
quantity,56,92,148,0.378
shal,75,0,75,1.0
hedges,1,84,85,0.012
sometimes,204,135,339,0.602
perfmgmt,0,63,63,0.0
present,456,479,935,0.488
improved,186,128,314,0.592
already,748,1553,2301,0.325
writing,209,235,444,0.471
xan,55,0,55,1.0
spot,92,667,759,0.121
status,285,1316,1601,0.178
entrance,31,29,60,0.517
rep,72,118,190,0.379
embattled,0,91,91,0.0
cents,189,1346,1535,0.123
pray,49,23,72,0.681
copies,69,429,498,0.139
fea,21,98,119,0.176
everyone,395,793,1188,0.332
suspect,27,80,107,0.252
gathered,323,36,359,0.9
addition,270,954,1224,0.221
rates,713,966,1679,0.425
monitor,112,271,383,0.292
police,53,30,83,0.639
professionals,268,106,374,0.717
margins,46,106,152,0.303
sts,51,2,53,0.962
nasty,34,21,55,0.618
slightly,18,187,205,0.088
would,2999,12534,15533,0.193
drill,62,38,100,0.62
solve,85,62,147,0.578
forty,61,22,83,0.735
marketing,1616,1234,2850,0.567
difficult,112,479,591,0.19
premier,251,78,329,0.763
negotiated,43,293,336,0.128
separately,26,121,147,0.177
rail,24,37,61,0.393
voting,18,47,65,0.277
programme,54,50,104,0.519
competition,284,276,560,0.507
treatment,302,116,418,0.722
recession,18,82,100,0.18
perfectly,85,33,118,0.72
firewall,45,10,55,0.818
nigeria,464,4,468,0.991
sheri,4,172,176,0.023
burning,70,30,100,0.7
meanwhile,36,156,192,0.188
branch,185,37,222,0.833
sylvia,6,58,64,0.094
deer,31,47,78,0.397
persistent,38,14,52,0.731
youcheckk,59,0,59,1.0
volunteers,4,84,88,0.045
tiscali,280,0,280,1.0
http,8755,2356,11111,0.788
certificao,52,0,52,1.0
knowing,61,69,130,0.469
written,128,343,471,0.272
evaluation,43,261,304,0.141
behind,228,261,489,0.466
ser,184,2,186,0.989
forwarded,28,3837,3865,0.007
klein,32,29,61,0.525
carthage,10,132,142,0.07
alleging,0,55,55,0.0
anxiety,127,12,139,0.914
massey,32,52,84,0.381
cms,8,108,116,0.069
perform,75,866,941,0.08
vol,298,119,417,0.715
dial,233,130,363,0.642
powers,24,87,111,0.216
thurs,0,64,64,0.0
ten,382,154,536,0.713
invitations,16,34,50,0.32
bcc,1,84,85,0.012
chips,15,46,61,0.246
desire,265,94,359,0.738
kerry,20,37,57,0.351
chart,37,206,243,0.152
heuer,74,0,74,1.0
simple,695,170,865,0.803
served,70,193,263,0.266
proposal,410,494,904,0.454
chose,42,44,86,0.488
historically,28,61,89,0.315
fight,169,65,234,0.722
guardian,18,32,50,0.36
deem,47,13,60,0.783
accepts,40,18,58,0.69
restore,60,211,271,0.221
tammie,2,319,321,0.006
central,281,478,759,0.37
bait,237,3,240,0.988
partly,10,63,73,0.137
association,138,227,365,0.378
parkhill,0,54,54,0.0
arthurandersen,0,63,63,0.0
depth,89,85,174,0.511
atp,87,0,87,1.0
side,371,632,1003,0.37
gmt,16,127,143,0.112
egf,0,55,55,0.0
notification,634,199,833,0.761
charlie,22,194,216,0.102
lady,86,50,136,0.632
mill,20,38,58,0.345
assembly,39,269,308,0.127
values,36,386,422,0.085
pakistan,60,8,68,0.882
locating,72,11,83,0.867
longer,533,573,1106,0.482
train,70,55,125,0.56
fleming,3,61,64,0.047
backed,19,139,158,0.12
exist,51,96,147,0.347
timing,366,258,624,0.587
materially,554,46,600,0.923
sidebacks,140,0,140,1.0
productivity,32,30,62,0.516
identity,414,31,445,0.93
haben,50,1,51,0.98
obsf,0,68,68,0.0
barone,0,96,96,0.0
current,1658,1859,3517,0.471
available,2154,2209,4363,0.494
watching,90,74,164,0.549
chad,12,86,98,0.122
bis,35,33,68,0.515
responded,65,114,179,0.363
cogen,0,52,52,0.0
perlman,0,163,163,0.0
fly,106,64,170,0.624
amitava,0,134,134,0.0
crease,74,0,74,1.0
patience,54,92,146,0.37
pec,0,783,783,0.0
enserch,0,101,101,0.0
disclosures,6,233,239,0.025
walter,23,48,71,0.324
forms,158,282,440,0.359
streamline,18,35,53,0.34
ciear,60,0,60,1.0
manufacturers,162,23,185,0.876
case,565,1291,1856,0.304
eliminated,34,30,64,0.531
section,1776,575,2351,0.755
prop,37,16,53,0.698
miracle,68,12,80,0.85
lies,82,30,112,0.732
diesel,17,38,55,0.309
small,780,621,1401,0.557
study,138,367,505,0.273
additionally,61,299,360,0.169
direct,661,835,1496,0.442
formation,95,55,150,0.633
kick,21,96,117,0.179
resignation,10,90,100,0.1
bottom,311,271,582,0.534
kroll,0,53,53,0.0
supported,37,155,192,0.193
encoding,203,15,218,0.931
emai,322,0,322,1.0
michele,11,72,83,0.133
copier,22,55,77,0.286
trave,89,0,89,1.0
core,117,680,797,0.147
monthly,311,512,823,0.378
levels,173,541,714,0.242
pda,57,5,62,0.919
toois,145,0,145,1.0
questioning,72,48,120,0.6
best,3505,2123,5628,0.623
maintenance,98,229,327,0.3
cause,1081,265,1346,0.803
pair,51,34,85,0.6
nearby,35,27,62,0.565
press,960,790,1750,0.549
noneedl,100,0,100,1.0
lengthy,24,41,65,0.369
oracle,21,40,61,0.344
arrest,54,3,57,0.947
solely,78,94,172,0.453
avenue,75,110,185,0.405
blanc,54,0,54,1.0
owned,313,393,706,0.443
robertson,13,155,168,0.077
incorporating,8,68,76,0.105
netherlands,285,12,297,0.96
replied,36,30,66,0.545
communications,342,1722,2064,0.166
upto,52,13,65,0.8
thousands,671,103,774,0.867
wish,1757,363,2120,0.829
guadalupe,5,51,56,0.089
fatal,74,10,84,0.881
petronas,0,62,62,0.0
intend,425,139,564,0.754
determining,4,87,91,0.044
spanish,143,32,175,0.817
applies,89,54,143,0.622
army,37,39,76,0.487
tournament,145,68,213,0.681
solution,411,383,794,0.518
threshold,13,44,57,0.228
tied,24,133,157,0.153
comtex,80,1,81,0.988
earthlink,19,31,50,0.38
administrators,25,42,67,0.373
kopper,0,73,73,0.0
continuing,178,330,508,0.35
pinion,14,66,80,0.175
narg,0,59,59,0.0
refinancing,66,18,84,0.786
adopted,18,82,100,0.18
matter,606,532,1138,0.533
aeopublishing,69,0,69,1.0
expired,48,98,146,0.329
migration,2,142,144,0.014
continuously,42,19,61,0.689
ladies,61,30,91,0.67
waiting,385,245,630,0.611
slid,7,59,66,0.106
vice,134,982,1116,0.12
targer,56,0,56,1.0
trader,61,1275,1336,0.046
blair,15,64,79,0.19
brian,45,965,1010,0.045
actively,26,99,125,0.208
risky,34,67,101,0.337
reason,530,439,969,0.547
inch,122,38,160,0.762
salt,44,32,76,0.579
guarantees,101,99,200,0.505
seller,24,225,249,0.096
enable,408,122,530,0.77
demon,60,2,62,0.968
angelides,0,60,60,0.0
relates,7,79,86,0.081
dinner,25,560,585,0.043
apart,90,129,219,0.411
pgev,0,51,51,0.0
medical,730,105,835,0.874
oniy,383,0,383,1.0
eott,0,112,112,0.0
holders,25,100,125,0.2
developers,57,67,124,0.46
fair,81,196,277,0.292
hesitate,84,226,310,0.271
output,49,163,212,0.231
functional,40,109,149,0.268
watts,54,4,58,0.931
cancellation,13,70,83,0.157
joyce,14,60,74,0.189
closely,51,268,319,0.16
away,718,601,1319,0.544
back,1522,3068,4590,0.332
temperatures,0,55,55,0.0
sooner,65,72,137,0.474
alberta,128,82,210,0.61
answering,31,25,56,0.554
cummins,13,42,55,0.236
wave,44,63,107,0.411
cpu,42,9,51,0.824
pursue,47,176,223,0.211
subscribers,900,25,925,0.973
soft,1292,94,1386,0.932
game,239,295,534,0.448
german,106,78,184,0.576
cliff,13,76,89,0.146
african,148,11,159,0.931
lucrative,84,45,129,0.651
delivers,60,29,89,0.674
dates,47,564,611,0.077
puc,3,246,249,0.012
install,119,91,210,0.567
paying,243,297,540,0.45
normally,131,158,289,0.453
rudi,0,53,53,0.0
hea,2,188,190,0.011
universities,24,44,68,0.353
comprehensive,175,108,283,0.618
bodies,89,16,105,0.848
circuit,19,34,53,0.358
advise,116,487,603,0.192
entries,52,79,131,0.397
krishnarao,0,202,202,0.0
threat,104,94,198,0.525
hop,85,5,90,0.944
chapman,17,62,79,0.215
fat,351,35,386,0.909
silver,157,55,212,0.741
drvgs,108,0,108,1.0
complimentary,148,19,167,0.886
breached,6,64,70,0.086
explosive,149,14,163,0.914
eastman,10,41,51,0.196
aforementioned,27,24,51,0.529
intern,7,127,134,0.052
airport,70,101,171,0.409
achievements,131,21,152,0.862
balancing,1,61,62,0.016
suffering,63,32,95,0.663
human,255,233,488,0.523
dingell,0,57,57,0.0
fioricet,72,0,72,1.0
execution,88,149,237,0.371
employer,22,93,115,0.191
distillate,3,49,52,0.058
strong,719,700,1419,0.507
violation,28,80,108,0.259
movement,126,78,204,0.618
bvlgari,54,0,54,1.0
economists,20,52,72,0.278
assumptions,714,126,840,0.85
ail,499,0,499,1.0
wilson,66,232,298,0.221
forced,46,297,343,0.134
stimulus,6,64,70,0.086
concept,121,148,269,0.45
senate,28,412,440,0.064
convinced,39,62,101,0.386
fee,596,517,1113,0.535
imperial,13,40,53,0.245
notches,2,83,85,0.024
gorny,0,53,53,0.0
noon,24,217,241,0.1
therapy,128,3,131,0.977
also,2922,6315,9237,0.316
mid,205,1005,1210,0.169
pct,0,86,86,0.0
por,412,13,425,0.969
val,124,33,157,0.79
uma,137,0,137,1.0
aggressively,25,73,98,0.255
unlikely,10,183,193,0.052
critics,3,68,71,0.042
impiied,60,0,60,1.0
integrate,66,42,108,0.611
volunteer,2,74,76,0.026
cum,266,3,269,0.989
stwbom,0,81,81,0.0
leaves,61,84,145,0.421
hotels,40,45,85,0.471
wall,190,1392,1582,0.12
firm,355,1645,2000,0.177
grant,192,625,817,0.235
mailed,59,68,127,0.465
muscle,239,12,251,0.952
receive,2302,993,3295,0.699
guaranteee,66,0,66,1.0
creation,94,148,242,0.388
crucial,23,88,111,0.207
int,48,24,72,0.667
tariff,9,246,255,0.035
surprising,19,42,61,0.311
spec,33,70,103,0.32
sent,1725,5451,7176,0.24
speaking,67,193,260,0.258
agree,183,593,776,0.236
consists,53,44,97,0.546
txu,0,318,318,0.0
severson,0,77,77,0.0
seeing,120,351,471,0.255
wsj,0,85,85,0.0
added,264,879,1143,0.231
germany,136,120,256,0.531
boston,25,265,290,0.086
assist,632,260,892,0.709
italy,48,61,109,0.44
hel,8,58,66,0.121
aus,45,21,66,0.682
regards,1517,2309,3826,0.396
shannon,17,50,67,0.254
oriented,77,68,145,0.531
deals,441,2390,2831,0.156
deli,71,2,73,0.973
tone,38,34,72,0.528
gave,133,378,511,0.26
glisan,0,128,128,0.0
release,1028,687,1715,0.599
discs,54,0,54,1.0
administrative,50,238,288,0.174
sperm,161,0,161,1.0
revolution,49,24,73,0.671
approval,350,1106,1456,0.24
first,2026,3034,5060,0.4
ship,449,151,600,0.748
corrupted,4,76,80,0.05
payne,8,46,54,0.148
result,701,805,1506,0.465
wholesale,175,1088,1263,0.139
junk,66,470,536,0.123
dietrich,12,156,168,0.071
ramona,0,57,57,0.0
dennis,24,271,295,0.081
refer,104,118,222,0.468
poi,6,87,93,0.065
dose,483,1,484,0.998
writers,43,17,60,0.717
deshmukh,0,83,83,0.0
philippe,40,189,229,0.175
neariy,65,0,65,1.0
specific,348,716,1064,0.327
recommendations,72,171,243,0.296
reached,147,419,566,0.26
mainly,13,78,91,0.143
social,226,87,313,0.722
land,277,192,469,0.591
rusty,17,39,56,0.304
crowd,33,23,56,0.589
expe,319,0,319,1.0
chambers,40,16,56,0.714
faith,97,288,385,0.252
tanya,13,477,490,0.027
ffffff,74,0,74,1.0
mailings,668,15,683,0.978
nationa,206,0,206,1.0
relative,86,158,244,0.352
measured,7,47,54,0.13
forth,269,92,361,0.745
shipping,958,149,1107,0.865
miiiion,106,0,106,1.0
llc,211,309,520,0.406
desktop,97,142,239,0.406
spring,91,277,368,0.247
curry,16,151,167,0.096
pushed,15,119,134,0.112
availability,408,257,665,0.614
binding,69,143,212,0.325
former,240,747,987,0.243
pleasant,38,22,60,0.633
ones,221,208,429,0.515
lynn,17,156,173,0.098
erhc,54,0,54,1.0
platforms,28,93,121,0.231
democrat,19,39,58,0.328
beyond,100,228,328,0.305
yellow,82,30,112,0.732
personally,111,129,240,0.463
eei,1,86,87,0.011
wrongfuily,125,0,125,1.0
successful,571,377,948,0.602
books,180,575,755,0.238
amounts,79,243,322,0.245
protoco,63,0,63,1.0
build,423,400,823,0.514
caused,74,249,323,0.229
rollout,6,51,57,0.105
jacob,39,58,97,0.402
sensors,84,4,88,0.955
hanson,18,74,92,0.196
ongoing,126,211,337,0.374
pieces,34,50,84,0.405
intercontinental,10,57,67,0.149
pep,12,355,367,0.033
bondholders,0,58,58,0.0
programs,896,251,1147,0.781
expressions,126,8,134,0.94
restricted,53,115,168,0.315
ble,83,0,83,1.0
corrections,0,58,58,0.0
brooks,12,63,75,0.16
avaiiable,119,0,119,1.0
gilbert,17,89,106,0.16
wishes,92,104,196,0.469
updating,27,76,103,0.262
claim,1332,199,1531,0.87
countries,533,112,645,0.826
youth,123,9,132,0.932
spokeswoman,2,312,314,0.006
westdesk,0,700,700,0.0
blvd,165,40,205,0.805
pepper,50,2,52,0.962
whiting,0,67,67,0.0
sin,102,20,122,0.836
gdp,6,72,78,0.077
favorabie,78,0,78,1.0
denny,5,46,51,0.098
adam,59,81,140,0.421
erection,140,3,143,0.979
deliveries,12,594,606,0.02
desea,55,0,55,1.0
hernandez,3,100,103,0.029
clothes,39,16,55,0.709
deleted,57,43,100,0.57
understood,478,151,629,0.76
impressive,95,28,123,0.772
items,390,693,1083,0.36
providers,183,144,327,0.56
universe,51,14,65,0.785
whiie,101,0,101,1.0
baumbach,0,130,130,0.0
matched,12,43,55,0.218
depression,115,3,118,0.975
versions,364,57,421,0.865
random,69,32,101,0.683
regulation,20,119,139,0.144
lega,66,0,66,1.0
factory,57,9,66,0.864
technologies,661,177,838,0.789
rescue,72,134,206,0.35
orlando,25,68,93,0.269
found,728,721,1449,0.502
barrett,10,103,113,0.088
king,156,134,290,0.538
lee,32,616,648,0.049
devon,10,149,159,0.063
fire,180,118,298,0.604
filing,32,881,913,0.035
wonder,111,71,182,0.61
iris,18,425,443,0.041
esta,144,1,145,0.993
greatly,100,188,288,0.347
centre,132,156,288,0.458
rob,149,340,489,0.305
gtc,0,205,205,0.0
cnbc,8,56,64,0.125
rlyc,90,0,90,1.0
million,3003,4052,7055,0.426
forrester,60,17,77,0.779
shmuel,5,169,174,0.029
extraordinary,85,73,158,0.538
creativity,23,27,50,0.46
elected,16,62,78,0.205
pagemaker,156,1,157,0.994
defined,66,136,202,0.327
moderate,52,39,91,0.571
raptor,7,65,72,0.097
hopes,29,125,154,0.188
communicating,9,63,72,0.125
resulted,45,119,164,0.274
hillier,2,48,50,0.04
past,1160,1241,2401,0.483
fiber,28,83,111,0.252
fears,26,133,159,0.164
empresas,100,0,100,1.0
underlying,20,176,196,0.102
retention,16,172,188,0.085
acy,312,0,312,1.0
huang,3,112,115,0.026
workstation,50,23,73,0.685
aware,636,431,1067,0.596
enthusiastic,11,50,61,0.18
civil,155,42,197,0.787
garp,0,167,167,0.0
gear,94,15,109,0.862
constant,97,71,168,0.577
dfarmer,0,117,117,0.0
informed,142,334,476,0.298
intra,0,118,118,0.0
governor,35,352,387,0.09
paqemaker,54,0,54,1.0
conflict,527,231,758,0.695
tadalafil,223,0,223,1.0
stoc,158,0,158,1.0
weakness,8,77,85,0.094
mall,43,12,55,0.782
lone,19,95,114,0.167
backup,95,83,178,0.534
nas,45,7,52,0.865
particular,123,345,468,0.263
amongst,92,10,102,0.902
superior,125,74,199,0.628
requesting,68,147,215,0.316
fiorina,0,78,78,0.0
scan,71,7,78,0.91
halal,72,0,72,1.0
broke,40,44,84,0.476
cas,17,36,53,0.321
swift,56,76,132,0.424
westbrook,0,51,51,0.0
lauren,10,43,53,0.189
servicing,42,9,51,0.824
poullain,0,54,54,0.0
zone,342,145,487,0.702
equivalence,50,1,51,0.98
seyfried,0,72,72,0.0
cent,80,654,734,0.109
jake,5,56,61,0.082
americas,13,560,573,0.023
base,394,479,873,0.451
readers,825,23,848,0.973
utilization,16,43,59,0.271
ahead,152,648,800,0.19
horas,60,0,60,1.0
tawney,0,57,57,0.0
internationa,351,0,351,1.0
matters,120,199,319,0.376
diamond,141,65,206,0.684
orgasms,151,0,151,1.0
candidates,47,349,396,0.119
shown,266,182,448,0.594
design,707,288,995,0.711
issler,0,116,116,0.0
metro,16,42,58,0.276
cars,48,43,91,0.527
sales,1439,1425,2864,0.502
ian,22,45,67,0.328
economics,18,244,262,0.069
compromised,47,33,80,0.588
ocated,68,0,68,1.0
pittsburgh,12,48,60,0.2
submitted,67,402,469,0.143
specify,11,65,76,0.145
absence,37,199,236,0.157
resumes,13,126,139,0.094
protective,41,17,58,0.707
legacy,41,24,65,0.631
taste,59,7,66,0.894
running,237,480,717,0.331
david,203,2601,2804,0.072
kevin,23,1562,1585,0.015
banned,51,15,66,0.773
kindall,0,129,129,0.0
removido,50,0,50,1.0
displayed,18,47,65,0.277
helping,134,211,345,0.388
dodson,10,41,51,0.196
pick,367,205,572,0.642
recurring,81,51,132,0.614
drinks,154,54,208,0.74
conclude,66,39,105,0.629
text,707,194,901,0.785
amy,15,474,489,0.031
gap,64,138,202,0.317
powerquest,124,0,124,1.0
physician,72,12,84,0.857
hearing,196,435,631,0.311
certificate,104,87,191,0.545
emission,15,48,63,0.238
gone,210,237,447,0.47
inactive,18,36,54,0.333
celebration,25,47,72,0.347
revision,10,188,198,0.051
property,578,232,810,0.714
unusual,79,104,183,0.432
mesa,16,46,62,0.258
associated,168,794,962,0.175
puede,91,0,91,1.0
else,260,624,884,0.294
virtually,107,69,176,0.608
bell,57,53,110,0.518
wheel,48,26,74,0.649
lis,120,0,120,1.0
explain,88,241,329,0.267
anna,39,70,109,0.358
berkshire,14,39,53,0.264
cialis,1188,0,1188,1.0
conservation,8,58,66,0.121
tablets,330,3,333,0.991
flyer,29,26,55,0.527
dashboard,40,16,56,0.714
paragraph,266,268,534,0.498
settings,39,21,60,0.65
stern,16,37,53,0.302
testimonials,90,0,90,1.0
genera,86,0,86,1.0
chat,122,92,214,0.57
controller,42,141,183,0.23
encouraging,31,70,101,0.307
shiiping,62,0,62,1.0
header,13,50,63,0.206
cease,32,22,54,0.593
perez,9,100,109,0.083
michael,194,1556,1750,0.111
suisse,0,111,111,0.0
disclosure,87,499,586,0.148
avila,2,89,91,0.022
fresh,328,77,405,0.81
risk,1160,4427,5587,0.208
golf,36,118,154,0.234
lea,94,16,110,0.855
immediate,565,292,857,0.659
nelson,19,194,213,0.089
duration,29,68,97,0.299
broker,516,212,728,0.709
flood,17,54,71,0.239
abandoned,40,54,94,0.426
possibility,48,310,358,0.134
strive,81,5,86,0.942
beaty,0,56,56,0.0
dbcaps,0,2010,2010,0.0
administrator,24,97,121,0.198
guarantee,697,194,891,0.782
spa,22,45,67,0.328
tech,183,249,432,0.424
technoiogy,459,0,459,1.0
anniversary,15,43,58,0.259
furthermore,254,57,311,0.817
agency,138,464,602,0.229
fares,4,61,65,0.062
carefully,200,110,310,0.645
mbd,2,48,50,0.04
jay,15,450,465,0.032
blake,41,39,80,0.512
powder,112,23,135,0.83
unknown,240,1409,1649,0.146
perfect,668,85,753,0.887
symes,0,106,106,0.0
basin,274,127,401,0.683
andreas,42,81,123,0.341
operational,71,477,548,0.13
lower,391,748,1139,0.343
explanation,25,91,116,0.216
magic,41,23,64,0.641
talent,31,138,169,0.183
patent,173,38,211,0.82
barclays,69,83,152,0.454
prompted,17,113,130,0.131
html,1250,435,1685,0.742
russell,18,183,201,0.09
fletcher,33,62,95,0.347
context,46,66,112,0.411
merchants,27,37,64,0.422
halliburton,1,52,53,0.019
used,1161,1261,2422,0.479
warrant,44,23,67,0.657
carlo,7,94,101,0.069
liquidate,21,36,57,0.368
fort,65,57,122,0.533
niche,89,9,98,0.908
shepherd,13,53,66,0.197
wont,79,9,88,0.898
paid,1207,642,1849,0.653
generated,217,149,366,0.593
moves,98,172,270,0.363
opposed,18,129,147,0.122
singapore,30,155,185,0.162
asks,15,89,104,0.144
tiger,81,140,221,0.367
obtained,136,136,272,0.5
although,211,675,886,0.238
marvin,15,40,55,0.273
unscrupulous,119,0,119,1.0
birthday,32,52,84,0.381
contribute,37,107,144,0.257
waters,19,45,64,0.297
enw,0,368,368,0.0
rabi,0,85,85,0.0
peoples,39,119,158,0.247
auto,247,60,307,0.805
credibility,20,219,239,0.084
averaged,5,189,194,0.026
utilized,26,58,84,0.31
preliminary,16,317,333,0.048
capability,48,147,195,0.246
obvious,36,77,113,0.319
dia,289,0,289,1.0
techlite,148,0,148,1.0
america,817,1563,2380,0.343
transferred,214,98,312,0.686
clynes,0,284,284,0.0
mailing,884,150,1034,0.855
documents,482,455,937,0.514
materialiy,121,0,121,1.0
fear,173,123,296,0.584
litigation,294,224,518,0.568
prc,15,732,747,0.02
fill,639,279,918,0.696
rapid,111,84,195,0.569
messenger,30,37,67,0.448
contract,503,2533,3036,0.166
rewards,46,45,91,0.505
hancock,8,61,69,0.116
fidelity,10,71,81,0.123
function,52,313,365,0.142
russian,81,48,129,0.628
proceed,71,284,355,0.2
utmost,150,4,154,0.974
utexas,0,160,160,0.0
models,107,558,665,0.161
upstream,4,130,134,0.03
sachs,11,151,162,0.068
mergers,20,89,109,0.183
simpson,12,39,51,0.235
raises,8,67,75,0.107
hostile,39,14,53,0.736
forefront,46,12,58,0.793
components,53,125,178,0.298
failures,31,34,65,0.477
solicit,119,25,144,0.826
margin,80,296,376,0.213
parent,35,207,242,0.145
comparison,117,169,286,0.409
surely,22,38,60,0.367
currentiy,195,0,195,1.0
angela,21,148,169,0.124
rto,1,355,356,0.003
amazed,47,15,62,0.758
und,283,17,300,0.943
part,2020,1708,3728,0.542
receipt,434,313,747,0.581
suggested,53,474,527,0.101
yet,475,970,1445,0.329
columns,5,45,50,0.1
metrics,0,140,140,0.0
jefferson,12,69,81,0.148
affordable,366,7,373,0.981
shoot,56,57,113,0.496
occasions,19,33,52,0.365
keeps,46,60,106,0.434
recover,23,113,136,0.169
